seller_id,sales_velocity_6m,sales_growth_rate,rto_rate,dispatch_sla_compliance,avg_customer_rating,rating_trend,order_cancellation_rate,ad_spend_roi,account_age_months,total_orders_6m,catalog_size,prior_loan_default,risk_class,loan_limit
SELL_00738,106130.76,25.36,8.82,92.65,4.33,0.296,6.74,2.77,25,3774,184,0,0,53065
SELL_00739,151632.99,28.94,8.97,95.51,4.17,0.28,4.2,3.77,54,5000,318,0,0,83398
SELL_00740,107536.96,8.98,11.33,90.65,4.01,-0.146,7.61,2.52,33,4833,208,0,0,53768
SELL_00741,5000.0,-7.13,18.2,66.86,2.85,-0.25,15.64,1.07,36,2376,98,0,2,350
SELL_00742,13848.15,-3.21,15.19,74.25,3.27,-0.188,14.29,1.53,31,2150,70,0,2,1384
SELL_00743,5000.0,7.43,14.79,82.99,3.63,-0.038,10.52,2.13,14,1391,69,0,1,1375
SELL_00744,28403.92,25.84,10.15,81.3,3.71,0.004,9.75,2.23,1,382,16,0,1,7811
SELL_00745,89139.16,18.86,13.48,91.32,4.32,-0.015,7.96,2.72,46,5000,254,0,0,44569
SELL_00746,5000.0,15.16,20.41,80.32,3.05,-0.06,13.85,1.63,16,907,99,0,1,962
SELL_00747,47877.64,7.77,12.79,89.96,4.15,-0.045,9.01,3.0,54,5000,208,0,0,23938
SELL_00748,40670.74,0.26,14.35,73.2,3.64,0.421,12.03,2.15,46,4163,218,0,1,11184
SELL_00749,56689.36,4.46,18.05,77.71,2.89,-0.055,13.14,0.87,52,4815,203,0,2,3968
SELL_00750,5000.0,-0.45,19.7,73.32,2.83,-0.171,16.93,0.61,3,50,5,0,2,350
SELL_00751,10552.42,-2.7,15.0,78.89,3.41,0.166,10.18,1.06,35,2573,110,0,1,2901
SELL_00752,28656.8,-11.05,17.3,70.94,2.97,-0.367,15.99,1.34,41,2984,144,0,2,2865
SELL_00753,5000.0,0.58,15.19,69.71,2.82,-0.134,17.11,0.99,6,555,16,0,2,500
SELL_00754,111053.15,15.12,9.33,89.83,4.63,-0.016,4.89,3.15,25,3886,199,0,0,61079
SELL_00755,14991.88,7.85,16.87,74.84,3.17,-0.019,11.26,2.07,13,1037,25,0,1,4122
SELL_00756,178137.77,40.0,2.5,95.91,4.98,0.242,1.5,4.89,53,5000,388,0,0,100000
SELL_00757,89134.87,11.85,9.24,82.19,3.56,0.146,9.66,3.06,34,4266,202,0,0,49024
SELL_00758,46629.51,14.54,9.52,83.6,3.47,0.098,5.34,1.98,8,1253,71,0,1,12823
SELL_00759,8606.08,-1.73,17.2,72.54,2.99,0.014,10.73,0.5,21,1783,75,0,2,860
SELL_00760,91932.27,17.89,10.35,85.43,4.25,0.163,6.55,2.71,34,4411,186,0,0,45966
SELL_00761,19742.59,4.13,14.65,75.23,3.39,-0.103,9.96,1.14,4,483,16,0,1,5429
SELL_00762,38513.72,8.89,14.05,80.3,3.54,-0.195,8.37,1.47,25,2649,139,0,1,10591
SELL_00763,128055.34,39.87,2.54,98.78,4.87,0.459,1.66,4.8,15,4225,187,0,0,80995
SELL_00764,21236.06,1.58,10.95,84.03,3.41,0.2,11.25,1.7,4,463,26,0,1,5839
SELL_00765,121476.13,26.49,9.78,87.67,4.3,-0.003,7.22,2.87,45,5000,260,0,0,60738
SELL_00766,45762.71,6.49,10.63,81.65,3.54,0.026,14.17,1.52,60,5000,220,0,1,12584
SELL_00767,26158.88,-7.235958228262345,15.895498065172983,65.83768295765543,3.0993946243126542,-0.18,10.85,2.4368971853086396,12,954,84,1,2,0
SELL_00768,117555.01,23.28,13.44,86.55,4.53,0.243,2.43,3.63,32,4462,223,0,0,64655
SELL_00769,54546.21,-0.85,11.48,72.89,3.48,-0.014,10.34,2.09,32,2987,150,0,1,15000
SELL_00770,102070.56,25.4,5.74,88.57,4.77,0.154,3.7,3.67,28,4183,239,0,0,56138
SELL_00771,51071.71,16.51,5.36,80.99,4.04,0.099,7.85,2.18,13,2452,135,0,0,25535
SELL_00772,27880.76,-0.68,14.34,86.71,3.32,0.06,12.93,1.23,31,2869,139,0,1,7667
SELL_00773,56171.54,21.68,16.09,79.59,3.83,0.059,8.11,2.69,14,2309,122,0,1,15447
SELL_00774,47830.12,24.52,10.71,91.59,4.35,0.015,6.81,3.13,20,2481,140,0,0,26306
SELL_00775,88768.18,24.82,9.56,85.63,3.9,-0.109,7.7,2.92,18,2970,143,0,0,44384
SELL_00776,5000.0,-20.0,23.62,73.48,2.84,-0.247,14.95,1.07,29,2385,102,0,2,350
SELL_00777,42870.0,16.02,10.98,74.01,3.32,-0.263,9.93,1.95,60,4982,201,0,1,11789
SELL_00778,46401.6,9.34,15.02,81.82,3.49,-0.086,6.99,1.67,6,1193,53,0,1,12760
SELL_00779,71156.07,11.25,13.73,77.9,3.41,-0.079,10.95,2.8,32,3927,189,0,1,19567
SELL_00780,62735.47,15.49,9.96,89.42,4.25,0.195,8.01,3.58,29,3640,161,0,0,34504
SELL_00781,70411.64,5.01,14.76,87.09,3.54,0.032,11.64,2.08,43,4909,194,0,1,19363
SELL_00782,5000.0,-0.27,13.96,73.45,3.28,0.222,7.48,0.83,2,50,5,0,2,500
SELL_00783,107980.21,26.11,12.48,84.0,3.9,-0.256,7.96,1.82,60,5000,247,0,1,29694
SELL_00784,65003.28,17.06,12.01,87.39,3.62,0.12,8.25,2.68,23,3020,149,0,1,17875
SELL_00785,39613.87,3.225097202411029,13.64857776774348,80.5847860057747,3.2412390556959627,-0.001,4.79,2.425580899166264,19,2388,129,1,2,0
SELL_00786,64361.16,10.71,14.82,92.58,3.9,-0.014,6.59,2.79,31,3586,202,0,1,17699
SELL_00787,127225.47,11.967503517850535,11.88889147237461,79.60054378144608,3.8035836355050052,0.096,9.34,2.499949273421272,51,5000,277,1,1,10496
SELL_00788,26650.28,8.54,11.62,84.64,3.59,0.039,12.55,1.94,5,996,48,0,1,7328
SELL_00789,50799.03,14.19,10.41,79.67,3.8,0.153,11.15,2.58,19,2273,110,0,0,25399
SELL_00790,5000.0,3.18,17.8,75.28,2.96,-0.186,12.72,0.61,34,2645,110,0,2,500
SELL_00791,37990.63,16.15,18.09,83.95,3.45,-0.052,11.12,2.55,10,1445,74,0,1,7313
SELL_00792,53294.48,11.82,11.99,83.7,3.57,0.075,10.72,2.4,25,3103,148,0,1,14655
SELL_00793,58040.14,3.1874881809768265,18.16246080060331,75.98052233810465,3.0406445917914864,-0.002,7.52,0.9565551299587998,2,1373,50,1,2,0
SELL_00794,5000.0,-9.413071997780403,23.23213553121531,63.366554998488844,2.7706222340052724,-0.322,11.03,0.8151352349065537,11,743,7,1,2,0
SELL_00795,30426.76,-6.09,15.87,76.56,3.25,-0.167,11.53,1.0,50,3939,193,0,1,8367
SELL_00796,101927.31,25.14,9.04,85.97,3.87,0.161,4.75,3.08,31,4396,188,0,0,56060
SELL_00797,62013.95,-0.4133140553209129,16.884265116880105,76.77526390733588,3.2607918621879692,0.006,8.22,1.0796550545723589,56,5000,269,1,2,0
SELL_00798,79546.76,24.13,10.1,92.21,4.06,0.131,8.34,2.6,15,2233,111,0,0,39773
SELL_00799,37591.71,7.93,11.78,78.1,3.88,-0.076,10.96,2.43,9,1254,34,0,0,18795
SELL_00800,52070.84,15.83,15.23,78.53,3.7,0.051,8.34,1.8,23,2862,129,0,1,14319
SELL_00801,68159.74,10.07,10.15,84.49,3.89,0.131,9.83,2.51,19,2800,149,0,0,34079
SELL_00802,5000.0,1.5180616991383964,22.918617802376204,70.72526664808373,3.0863007881544338,-0.043,11.8,1.00285688315474,9,802,18,1,2,0
SELL_00803,76008.71,20.74,12.33,89.92,3.8,0.016,10.24,2.24,35,4250,192,0,0,38004
SELL_00804,72672.79,0.25,11.49,77.2,3.25,0.271,8.79,1.89,21,2677,112,0,1,19985
SELL_00805,12825.98,4.48,5.92,80.07,3.4,0.114,14.0,1.67,9,883,26,0,1,3527
SELL_00806,8130.02,7.94,9.5,77.13,3.45,0.007,11.19,2.18,28,2287,113,0,1,2235
SELL_00807,82166.09,16.19,7.75,90.13,4.02,-0.093,7.67,2.23,46,5000,219,0,0,41083
SELL_00808,64685.23,5.37,14.87,82.43,3.66,-0.101,9.15,2.1,51,5000,195,0,1,17788
SELL_00809,63626.12,18.13,7.17,86.24,3.84,0.393,5.86,2.77,7,1878,124,0,0,31813
SELL_00810,5000.0,2.61,11.47,68.22,2.89,-0.192,9.88,1.1,16,1015,61,0,1,1375
SELL_00811,13867.54,9.31,13.43,85.03,3.47,-0.047,11.79,2.3,16,1640,59,0,1,3813
SELL_00812,53786.27,-3.9241156090414053,14.640202849183101,66.36550265127654,2.8350487027902327,-0.086,8.32,0.8539258478702842,60,5000,231,1,2,0
SELL_00813,110842.0,20.17,9.28,94.05,4.51,0.229,5.87,3.0,33,4613,249,0,0,55421
SELL_00814,30000.35,18.34,13.49,84.35,3.74,-0.042,7.82,3.05,4,707,92,0,1,9075
SELL_00815,47258.55,19.26,10.76,80.85,4.35,0.15,7.66,3.11,4,1287,100,0,0,25992
SELL_00816,10726.62,-20.0,17.415660184815213,60.0,2.555401450287327,-0.24,14.69,0.5206607698188281,39,2792,121,1,2,0
SELL_00817,66186.33,20.75,12.41,82.19,3.69,0.229,7.35,1.49,40,4412,189,0,1,18201
SELL_00818,67447.14,14.91,10.35,84.63,3.75,0.004,7.25,3.38,17,2570,147,0,0,37095
SELL_00819,64054.95,12.26,9.38,82.96,3.91,0.157,5.86,3.39,37,4093,183,0,0,35230
SELL_00820,65834.37,22.06,4.22,90.0,4.18,0.04,9.85,3.6,39,4599,188,0,0,36208
SELL_00821,74765.83,-1.3,14.87,86.05,3.1,-0.19,13.05,2.22,60,5000,275,0,1,20560
SELL_00822,125998.36,23.84,10.98,92.34,4.44,0.064,2.66,3.26,52,5000,328,0,0,69299
SELL_00823,140064.8,40.0,2.0,100.0,4.75,0.019,1.57,4.23,29,5000,256,0,0,88590
SELL_00824,60923.77,14.68,11.99,77.92,3.56,0.022,9.78,2.11,52,4612,196,0,1,16754
SELL_00825,55829.71,5.49,14.62,83.99,3.55,-0.228,10.31,1.57,36,3642,140,0,1,15353
SELL_00826,123128.93,30.08,11.45,89.2,4.15,0.121,4.34,3.31,60,5000,281,0,0,67720
SELL_00827,141740.09,32.81,6.56,87.81,4.81,0.304,2.38,3.25,38,5000,285,0,0,77957
SELL_00828,36099.8,10.4,19.31,75.03,3.55,0.047,11.18,1.64,39,3401,156,0,1,6949
SELL_00829,68132.67,1.17,10.38,68.91,3.12,-0.265,14.18,2.08,50,4628,271,0,1,18736
SELL_00830,60341.46,18.61,8.82,83.73,3.56,0.013,10.0,1.26,37,3774,215,0,0,30170
SELL_00831,33250.61,-3.88,19.52,68.77,3.26,0.01,11.79,1.52,52,4076,161,0,2,2327
SELL_00832,30248.09,2.82,10.45,82.12,2.98,-0.206,11.07,0.72,35,3148,115,0,1,8318
SELL_00833,5000.0,-1.89,17.33,75.28,3.22,-0.043,9.55,1.38,7,172,29,0,1,1375
SELL_00834,5000.0,3.49,14.12,71.17,3.71,-0.264,9.34,1.73,27,2001,63,0,1,1375
SELL_00835,55578.77,5.32,11.14,77.32,3.46,0.054,11.79,2.34,28,3372,129,0,1,15284
SELL_00836,36184.3,10.33,11.12,84.17,3.82,0.048,4.41,2.34,22,2592,113,0,0,18092
SELL_00837,88524.05,25.93,4.92,83.78,4.32,0.285,5.46,3.06,14,3008,194,0,0,48688
SELL_00838,5000.0,7.61,15.21,78.37,3.33,-0.03,11.66,1.47,7,309,22,0,1,1375
SELL_00839,90860.53,22.7930718210231,15.19548075645336,67.03540829145423,3.5692521007743316,-0.085,6.95,3.5028914324673392,37,4694,210,1,1,8245
SELL_00840,51076.14,15.77,13.12,77.76,3.25,-0.005,11.58,1.92,22,2599,93,0,1,14045
SELL_00841,16783.0,13.66,11.57,82.5,3.73,0.212,9.35,1.83,5,439,70,0,1,4615
SELL_00842,123049.13,22.73255733099048,16.53192200553235,77.53884874505479,3.061003966636567,-0.247,6.75,1.8588776611630136,55,5000,264,1,2,0
SELL_00843,5000.0,-2.47,20.27,78.45,3.46,0.01,10.38,1.41,2,50,5,0,2,350
SELL_00844,36841.21,11.95,10.95,79.07,3.95,0.286,10.69,2.45,27,2941,137,0,0,18420
SELL_00845,33919.68,9.83,14.84,81.76,3.53,-0.203,11.11,2.11,21,2017,82,0,1,9327
SELL_00846,71707.53,15.16,8.45,89.33,4.27,-0.042,13.25,3.26,54,5000,240,0,0,39439
SELL_00847,77453.55,5.57,8.71,82.5,3.82,0.112,7.88,2.66,38,4441,181,0,0,38726
SELL_00848,106810.05,34.57,6.57,97.91,4.62,0.162,1.87,4.16,15,3227,181,0,0,67557
SELL_00849,5000.0,6.12,14.79,78.82,3.15,0.128,12.0,1.55,21,1563,83,0,1,1375
SELL_00850,8339.19,2.62,18.39,84.02,2.84,0.095,12.11,1.65,10,661,46,0,2,583
SELL_00851,37962.4,-5.63,18.14,76.4,3.49,-0.283,11.93,1.93,23,2094,84,0,2,2657
SELL_00852,66475.33,7.01,17.29,73.11,3.13,-0.178,12.65,2.16,58,5000,273,0,1,18280
SELL_00853,68041.98,-1.47,17.2,74.3,3.29,0.039,12.18,1.48,56,5000,252,0,2,6804
SELL_00854,108783.88,25.52,2.0,89.89,4.34,0.252,8.16,2.84,39,5000,230,0,0,54391
SELL_00855,56078.47,22.88,10.0,84.24,4.04,0.5,8.33,3.08,5,1808,113,0,0,30843
SELL_00856,5000.0,1.7984051550640858,19.395390231850584,66.8481665266574,2.873645899805564,-0.2,13.25,0.7729716552043173,1,54,5,1,2,0
SELL_00857,5000.0,-4.78,13.07,77.31,2.89,0.119,7.27,0.77,13,861,5,0,2,500
SELL_00858,51675.06,21.92,11.75,81.76,3.73,-0.081,8.65,3.11,21,2728,133,0,0,28421
SELL_00859,56511.24,-0.44322710445037394,17.757241487949095,70.36885077298247,3.1026075095706327,0.009,8.75,1.6834539071654078,26,2920,119,1,2,0
SELL_00860,66148.46,10.89,13.79,88.7,3.8,0.21,9.89,1.77,50,5000,215,0,0,33074
SELL_00861,63934.17,16.3,9.24,85.04,4.24,-0.425,3.54,2.6,45,4357,230,0,0,31967
SELL_00862,5000.0,-3.29,16.17,66.72,2.76,-0.045,16.26,0.72,21,1142,46,0,2,500
SELL_00863,122269.23,27.796938872430104,11.420221222950204,82.31657609676634,4.11344466248589,0.393,3.0,2.4427279530246127,53,5000,312,1,0,18340
SELL_00864,58269.45,21.96,13.09,93.41,4.36,0.38,2.59,2.67,18,2557,167,0,0,29134
SELL_00865,74700.5,-0.65,18.01,76.8,3.02,0.234,11.91,1.57,37,3941,184,0,1,14379
SELL_00866,39192.88,8.59,18.6,80.93,3.27,0.098,9.7,1.84,45,4353,200,0,1,7544
SELL_00867,79060.03,20.31,7.51,84.82,3.83,-0.046,11.99,1.98,32,4081,194,0,0,39530
SELL_00868,58060.55,27.52,8.36,83.64,4.09,0.226,10.75,3.21,36,3999,214,0,0,31933
SELL_00869,42518.08,35.91,13.72,81.93,4.32,-0.01,6.08,3.17,17,2340,96,0,0,23384
SELL_00870,98661.12,19.7,2.16,93.95,4.61,0.254,6.13,3.46,35,5000,231,0,0,54263
SELL_00871,56958.42,8.62,12.21,88.41,3.37,0.104,8.82,2.4,49,4890,230,0,1,15663
SELL_00872,42378.34,-3.73,20.37,75.64,3.51,-0.029,9.88,1.41,60,5000,228,0,2,2966
SELL_00873,5000.0,-4.27,15.44,77.91,2.73,0.037,14.51,1.38,11,253,12,0,2,500
SELL_00874,20138.22,18.02,10.72,77.77,3.37,0.286,13.93,1.02,21,2029,116,0,1,5538
SELL_00875,49549.03,5.29,13.44,78.6,3.51,-0.175,8.57,2.2,52,4972,228,0,1,13625
SELL_00876,126255.45,28.54,3.47,91.58,4.06,0.166,4.41,3.09,55,5000,297,0,0,69440
SELL_00877,73764.88,4.06,17.1,78.83,3.86,-0.015,10.61,1.56,53,5000,200,0,1,20285
SELL_00878,89770.56,8.26,10.2,85.96,3.67,-0.043,6.96,1.58,26,3383,197,0,0,44885
SELL_00879,31424.73,20.2,10.51,91.42,3.53,-0.013,12.53,1.65,4,1037,40,0,1,8641
SELL_00880,99406.32,13.24,8.93,89.35,4.45,0.259,4.08,2.77,34,4561,179,0,0,49703
SELL_00881,182585.65,36.85,3.67,92.24,5.0,0.4,1.28,3.82,52,5000,294,0,0,100000
SELL_00882,56547.0,7.11,14.94,72.2,3.68,-0.027,13.78,1.91,48,4374,185,0,1,15550
SELL_00883,73676.86,7.57,15.61,77.38,3.61,-0.037,10.68,1.13,60,5000,245,0,1,20261
SELL_00884,59385.28,17.43,9.08,83.75,4.18,0.092,10.38,3.2,18,2572,167,0,0,32661
SELL_00885,74857.83,26.88,8.0,88.32,3.93,0.293,7.08,3.16,40,4409,238,0,0,41171
SELL_00886,121427.33,16.17,8.93,95.34,4.52,0.471,9.52,3.39,35,4898,243,0,0,76802
SELL_00887,68986.57,18.74,9.31,84.92,4.0,0.223,8.86,2.67,41,4681,206,0,0,34493
SELL_00888,26048.37,9.31,12.29,82.47,3.29,-0.216,8.87,1.7,29,2575,140,0,1,7163
SELL_00889,70779.49,17.99,11.34,85.8,4.03,0.032,6.05,2.56,52,5000,217,0,0,35389
SELL_00890,81114.03,15.94,4.55,96.12,4.24,0.163,3.38,2.13,29,3815,239,0,0,40557
SELL_00891,81391.29,25.86,11.14,89.43,4.19,-0.043,4.24,2.48,38,4616,231,0,0,40695
SELL_00892,92523.38,23.61,11.65,88.63,4.05,0.073,6.41,3.25,42,4905,239,0,0,50887
SELL_00893,100861.73,16.38,13.01,82.61,3.75,0.131,4.98,3.1,21,3551,129,0,1,30510
SELL_00894,125187.12,16.43,7.52,84.33,4.54,0.303,0.66,3.18,42,5000,276,0,0,68852
SELL_00895,90346.31,15.23,11.65,92.21,4.47,0.091,7.15,2.6,13,2554,125,0,0,45173
SELL_00896,63864.75,17.74,12.19,79.7,4.01,0.252,9.04,2.99,49,5000,228,0,0,31932
SELL_00897,59111.5,9.9,13.24,78.5,3.74,-0.164,10.06,1.74,41,3774,186,0,1,16255
SELL_00898,43163.44,9.17,17.27,87.6,3.6,-0.105,6.72,1.79,17,2143,102,0,1,11869
SELL_00899,118273.84,36.05,8.96,86.66,4.51,0.088,9.07,2.84,56,5000,275,0,0,59136
SELL_00900,5000.0,-5.270717863747322,17.70610031716721,61.946016930036784,2.372058181165495,-0.091,11.31,1.0611712275039284,9,505,10,1,2,0
SELL_00901,95147.98,16.83,11.57,86.88,4.21,-0.318,6.14,2.59,41,4888,184,0,0,47573
SELL_00902,7208.16,4.05,12.89,87.93,3.5,0.022,10.65,2.22,1,50,5,0,1,1982
SELL_00903,25221.97,21.27,13.81,78.94,3.7,0.26,9.45,2.68,2,620,29,0,1,6936
SELL_00904,89024.69,10.74,12.08,94.57,4.35,0.251,0.82,3.0,60,5000,286,0,0,44512
SELL_00905,71177.34,11.23,12.8,79.41,3.47,-0.009,8.99,2.26,48,4806,212,0,1,19573
SELL_00906,76649.8,10.710901590266939,16.338992725307556,74.09415732185629,3.3330394035492796,-0.157,9.08,1.4419415122651387,29,3618,173,1,2,0
SELL_00907,21337.23,-3.15,19.83,73.56,2.71,-0.435,12.31,0.5,33,2890,128,0,2,1493
SELL_00908,19572.48,7.12,13.44,83.35,4.11,-0.157,4.53,2.37,10,1370,73,0,1,5382
SELL_00909,94141.98,18.93,9.98,89.37,3.85,0.058,5.11,2.64,50,5000,279,0,0,47070
SELL_00910,169809.86,24.07,6.97,88.82,4.37,0.5,5.06,3.9,58,5000,299,0,0,93395
SELL_00911,84545.93,13.79,15.79,80.93,3.66,-0.444,11.35,1.96,60,5000,318,0,1,23250
SELL_00912,83065.0,11.43,12.64,87.61,4.09,0.131,7.36,2.46,40,4558,231,0,1,22842
SELL_00913,72769.73,10.14,8.0,86.66,3.48,-0.072,9.69,1.99,21,2896,109,0,1,20011
SELL_00914,105617.12,32.18,9.89,93.43,4.75,0.139,3.83,4.48,28,4387,214,0,0,58089
SELL_00915,33233.06,2.88,14.53,87.77,3.68,-0.152,7.67,2.23,11,1282,35,0,1,9139
SELL_00916,93646.48,5.66,13.38,82.8,3.94,-0.172,8.74,2.25,55,5000,262,0,1,25752
SELL_00917,85824.65,11.69,8.25,79.55,3.83,0.092,5.49,2.84,34,4380,185,0,0,42912
SELL_00918,37353.46,23.64,13.12,83.66,3.53,0.062,12.78,1.95,8,1181,48,0,1,10272
SELL_00919,54624.71,1.14,16.17,78.82,3.7,0.047,7.18,1.91,59,5000,236,0,1,15021
SELL_00920,40885.29,6.709898995800141,13.02452620647657,60.43211216885574,3.592828307823391,-0.229,9.09,1.9269097970643823,22,2373,111,1,2,0
SELL_00921,48022.15,24.05,8.46,83.94,3.87,0.26,7.11,3.23,8,1462,76,0,0,26412
SELL_00922,5491.48,-13.70676532100079,24.537664136724267,60.927699185380646,2.4533843655965777,0.011,12.08,0.5,49,3557,163,1,2,0
SELL_00923,51742.19,6.02,11.13,79.54,3.58,0.08,12.0,3.48,15,1871,59,0,1,14229
SELL_00924,20398.22,4.5,14.3,76.39,3.62,-0.147,5.28,2.17,17,1455,91,0,1,5609
SELL_00925,136288.57,25.73,6.88,87.92,4.03,0.19,7.2,3.96,60,5000,294,0,0,74958
SELL_00926,7900.92,-1.1105997328317407,25.0,60.0,2.8341883240577177,-0.207,12.24,0.5611194636392006,23,1792,30,1,2,0
SELL_00927,32828.22,0.55,16.13,73.63,3.38,0.078,11.83,1.82,24,2256,124,0,1,9027
SELL_00928,63227.96,11.92,11.7,85.77,3.48,-0.01,8.78,2.42,45,4752,234,0,0,31613
SELL_00929,98195.28,40.0,7.21,91.86,4.18,0.204,5.3,3.23,19,3511,188,0,0,54007
SELL_00930,20789.09,-2.24,10.12,82.19,3.65,-0.269,6.94,2.45,5,273,70,0,2,2078
SELL_00931,17417.75,-7.56,13.82,85.78,3.86,-0.021,8.73,1.52,32,2425,184,0,1,4789
SELL_00932,123752.99,20.94,9.11,93.94,4.23,0.113,11.02,3.97,44,5000,277,0,0,68064
SELL_00933,5000.0,-4.369812839980963,22.59090121078041,62.09696325332379,1.3844016598976523,-0.097,15.1,0.5,1,50,5,1,2,0
SELL_00934,5000.0,-11.97,20.81,68.38,2.3,-0.146,17.34,0.5,23,1422,40,0,2,350
SELL_00935,58927.18,11.83,10.23,85.04,4.17,-0.039,7.01,3.24,37,3940,178,0,0,32409
SELL_00936,5000.0,-1.56,18.9,81.45,2.87,-0.056,9.45,1.56,8,165,17,0,2,350
SELL_00937,5000.0,5.59,14.24,75.69,3.48,-0.096,13.02,1.74,13,602,43,0,1,1375
SELL_00938,88497.95,9.89,12.43,78.48,4.16,0.14,3.38,2.64,8,2004,111,0,1,24336
SELL_00939,101774.38,11.55,15.47,81.72,3.94,0.148,7.08,1.98,57,5000,246,0,1,27987
SELL_00940,43452.44,0.11,14.17,78.62,3.2,0.031,10.18,2.33,23,2251,131,0,1,11949
SELL_00941,24623.53,-20.0,20.655096945501718,67.34709726089757,2.507136524462159,-0.211,14.27,0.9770846907564801,43,3763,126,1,2,0
SELL_00942,50321.79,6.544088489430168,16.37539296428099,75.7211803552342,3.3964830559830816,0.344,7.82,2.3994422002703995,1,1390,62,1,2,0
SELL_00943,65437.33,16.12,6.23,79.36,4.13,0.191,6.4,3.07,45,5000,245,0,0,35990
SELL_00944,61979.13,-2.3271590232157084,16.42173699925874,70.4119314226674,3.73370986369436,0.199,9.56,0.9001166672027827,51,4796,220,1,2,0
SELL_00945,85376.76,25.43,3.36,96.54,4.39,0.274,4.03,3.89,24,3852,155,0,0,54000
SELL_00946,28068.33,-0.61,19.93,74.01,2.87,-0.068,14.44,1.3,35,2804,150,0,2,1964
SELL_00947,7610.09,-4.62,17.84,82.38,2.56,-0.201,14.05,1.06,24,1642,49,0,2,761
SELL_00948,49303.44,-1.39,15.73,86.44,2.85,-0.15,15.04,2.13,17,1730,88,0,2,4930
SELL_00949,18829.67,1.91,11.48,81.44,3.55,0.141,8.88,2.71,5,914,16,0,1,5178
SELL_00950,19076.14,11.18,8.46,84.21,3.65,0.069,11.18,1.81,20,1801,92,0,1,5245
SELL_00951,41159.24,-0.73,17.02,86.03,3.5,-0.049,10.06,1.18,21,1835,125,0,1,11318
SELL_00952,78149.23,13.44,11.61,83.75,3.72,-0.111,7.04,2.56,40,4884,212,0,1,21491
SELL_00953,43894.17,10.0,25.0,71.27,2.95,0.083,17.77,1.18,58,5000,200,0,2,3072
SELL_00954,105806.18,24.61,6.18,94.22,4.46,0.19,7.98,2.99,31,4286,220,0,0,52903
SELL_00955,60443.99,-6.263794608916312,15.302320627638936,73.3762855454908,2.339623080971641,-0.194,10.54,0.9567586869820961,46,4529,186,1,2,0
SELL_00956,88701.48,22.45,7.49,85.47,3.98,0.146,8.12,2.77,36,4430,221,0,0,44350
SELL_00957,41389.6,17.72,11.34,85.17,3.91,0.011,6.06,3.05,11,1604,90,0,0,22764
SELL_00958,95617.32,11.66,15.69,84.1,3.74,0.019,6.1,2.35,52,5000,246,0,1,26294
SELL_00959,21866.93,11.86,13.71,83.88,3.93,0.155,9.97,2.08,15,1828,91,0,1,6013
SELL_00960,52683.39,8.95,8.22,81.54,3.6,0.024,8.39,2.47,19,2495,125,0,1,14487
SELL_00961,61886.57,13.46,14.34,86.34,3.71,0.031,7.55,2.66,7,1682,82,0,1,17018
SELL_00962,141589.75,21.72,10.13,88.91,4.5,0.364,4.97,2.97,51,5000,275,0,0,70794
SELL_00963,44937.98,5.049994838132594,16.706731393466708,75.6488574346639,2.8411337146083997,-0.237,9.42,2.1794017534495174,28,2587,124,1,2,0
SELL_00964,116005.64,29.42,8.63,89.53,4.26,0.077,6.56,3.33,51,5000,262,0,0,63803
SELL_00965,84606.97,11.86,11.66,82.39,3.69,0.129,5.29,2.0,43,4486,186,0,1,23266
SELL_00966,118472.19,16.19,8.12,91.64,4.75,0.267,7.85,2.93,58,5000,293,0,0,59236
SELL_00967,5000.0,13.078739406272454,18.08659820121359,61.96443738931999,2.541457911092885,0.072,10.81,0.9621100993951353,5,124,24,1,2,0
SELL_00968,97792.39,30.79,11.17,97.5,4.07,0.5,8.78,3.7,5,2149,162,0,0,53785
SELL_00969,47516.77,14.77,11.02,78.36,4.06,0.25,5.28,1.43,30,3210,139,0,0,23758
SELL_00970,52092.96,-1.22,12.89,66.97,2.88,-0.345,9.47,1.16,54,4490,226,0,2,5209
SELL_00971,60346.73,13.44,9.44,78.48,3.66,-0.226,8.4,2.14,32,3433,215,0,1,16595
SELL_00972,23544.69,1.68,11.9,82.05,3.47,-0.033,12.75,1.68,8,1265,10,0,1,6474
SELL_00973,49754.73,22.64,10.55,88.88,3.46,-0.102,5.33,2.61,10,1955,103,0,0,24877
SELL_00974,31718.03,1.5,15.03,83.33,3.76,-0.367,7.88,1.47,38,3277,208,0,1,8722
SELL_00975,60952.07,10.41,14.87,74.03,3.25,-0.006,11.34,1.72,47,4516,197,0,1,16761
SELL_00976,6969.89,-0.95,20.33,79.94,2.7,-0.142,13.51,0.5,32,2279,83,0,2,487
SELL_00977,46872.17,9.763037503662094,19.26986609145457,72.02288317251092,3.174526262583862,0.202,11.26,1.0108559204234413,48,4539,162,1,2,0
SELL_00978,5000.0,-10.499567536085527,25.0,60.0,1.862269143450877,-0.176,14.81,0.5,28,1602,31,1,2,0
SELL_00979,16716.89,-9.98,22.23,81.28,3.07,0.098,13.85,1.13,17,1156,48,0,2,1170
SELL_00980,113930.16,29.22,14.21,81.32,3.6,0.145,10.49,3.21,31,4121,245,0,0,62661
SELL_00981,57108.89,21.13,11.44,85.12,4.08,-0.076,4.7,2.52,8,1394,88,0,0,28554
SELL_00982,60419.24,16.26,13.59,83.73,4.09,0.174,10.21,2.58,40,4198,165,0,0,30209
